ID,FPS,LOOPTYPE(0:SINGLE 1:LOOP 2:PING PONG),,,
fightReady,20,0,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,ORIGIN
resource/FightText/FightText_GetReady_0002.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0003.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0004.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0005.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0006.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0007.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0008.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0009.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0010.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0011.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0012.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0013.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0014.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0015.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0016.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0017.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0018.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0019.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0020.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0021.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0022.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0023.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0024.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0025.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0026.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0027.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0028.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0029.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0030.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0031.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0032.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0033.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0034.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0035.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0036.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0037.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0038.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0039.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0040.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0041.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0042.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0043.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0044.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0045.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0046.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0047.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0048.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0049.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0050.png,0,0,512,288,4
resource/FightText/FightText_GetReady_0051.png,0,0,512,288,4
